id;balance
"0x2d5a6d7ab823d0bb44cfc2c35651c4be04b416df";"1000000000000000000000"
"0x657eac972dd08ec75aa3ba246ae4d4884b0abefc";"6094000000000000000000"
"0xc2a96b13a975c656f60f401a5f72851af4717d4a";"1000000000000000000"
